자치구,법정동,아파트,년,거래건수,평균거래금액,최근거래일,가격대
송파구,가락동,헬리오시티,2024,370,205719.86486486485,2024-12-28,20억 이상
구로구,개봉동,세이지움개봉,2025,354,24129.94350282486,2025-05-29,10억 미만
송파구,신천동,파크리오,2024,324,208193.36419753087,2024-12-31,20억 이상
송파구,신천동,파크리오,2025,320,251210.625,2025-12-26,20억 이상
송파구,가락동,헬리오시티,2023,318,177301.2578616352,2023-12-29,15억~20억
강동구,고덕동,고덕그라시움,2025,312,187285.2564102564,2025-12-23,15억~20억
송파구,가락동,헬리오시티,2025,301,244499.16943521594,2025-12-31,20억 이상
강동구,상일동,고덕아르테온,2025,282,178902.83687943264,2025-12-30,15억~20억
강동구,고덕동,래미안힐스테이트고덕,2025,257,177278.98832684825,2025-12-30,15억~20억
강동구,암사동,선사현대아파트,2025,255,119195.49019607843,2025-12-20,10억~15억
은평구,대조동,베르디움STAY1,2023,252,47400.793650793654,2023-03-06,10억 미만
성동구,하왕십리동,센트라스,2025,248,167704.43548387097,2025-12-30,15억~20억
강동구,고덕동,고덕그라시움,2024,238,151859.66386554623,2024-12-31,15억~20억
강동구,고덕동,고덕그라시움,2023,233,133696.56652360514,2023-12-30,10억~15억
강동구,암사동,롯데캐슬퍼스트,2025,231,158255.41125541125,2025-12-20,15억~20억
송파구,신천동,파크리오,2023,226,183160.8407079646,2023-12-30,15억~20억
송파구,잠실동,리센츠,2025,217,258617.9723502304,2025-12-27,20억 이상
동대문구,답십리동,래미안위브,2025,216,137759.72222222222,2025-12-30,10억~15억
중구,신당동,남산타운,2025,208,134793.50961538462,2025-12-18,10억~15억
서대문구,북가좌동,DMC래미안e편한세상,2025,205,128905.85365853658,2025-12-27,10억~15억
은평구,응암동,녹번역e편한세상캐슬,2025,205,116666.58536585367,2025-12-27,10억~15억
송파구,잠실동,잠실엘스,2025,198,295635.6060606061,2025-12-17,20억 이상
강북구,미아동,에스케이북한산시티,2025,197,65760.20304568528,2025-12-12,10억 미만
송파구,문정동,올림픽훼밀리타운,2024,196,197289.0306122449,2024-12-31,15억~20억
송파구,문정동,올림픽훼밀리타운,2025,186,237862.36559139786,2025-12-29,20억 이상
동대문구,전농동,래미안크레시티,2025,183,144173.60655737706,2025-12-30,10억~15억
강동구,상일동,고덕아르테온,2024,182,147465.65934065933,2024-12-16,10억~15억
송파구,잠실동,리센츠,2024,181,218898.34254143646,2024-12-31,20억 이상
강북구,미아동,에스케이북한산시티,2024,175,63478.57142857143,2024-12-28,10억 미만
성동구,행당동,대림e-편한세상,2025,170,132598.5294117647,2025-12-23,10억~15억
관악구,봉천동,관악드림(동아),2025,168,91161.60714285714,2025-12-31,10억 미만
강동구,명일동,삼익그린2차,2025,168,149534.52380952382,2025-12-20,10억~15억
노원구,중계동,중계그린1단지,2025,165,50001.51515151515,2025-12-26,10억 미만
관악구,봉천동,관악푸르지오,2025,162,88385.49382716049,2025-12-30,10억 미만
노원구,월계동,한진한화그랑빌,2025,162,86794.44444444444,2025-12-31,10억 미만
강동구,상일동,고덕롯데캐슬베네루체,2025,161,151623.91304347827,2025-12-19,15억~20억
성동구,하왕십리동,센트라스,2024,156,147131.47435897434,2024-12-28,10억~15억
서대문구,남가좌동,DMC파크뷰자이1단지,2025,155,140132.70967741936,2025-12-28,10억~15억
송파구,가락동,가락(1차)쌍용아파트,2025,154,150483.62987012987,2025-12-26,15억~20억
영등포구,영등포동,영등포푸르지오,2025,154,119661.68831168831,2025-12-29,10억~15억
강서구,화곡동,"우장산아이파크,이편한세상",2025,154,128207.14285714286,2025-12-27,10억~15억
강동구,길동,삼익파크맨션,2025,154,103304.51298701299,2025-11-20,10억~15억
중구,신당동,약수하이츠,2025,152,121469.07894736843,2025-12-20,10억~15억
송파구,잠실동,주공아파트 5단지,2025,151,379248.8079470199,2025-12-29,20억 이상
송파구,잠실동,리센츠,2023,150,200939.33333333334,2023-12-30,20억 이상
강동구,암사동,롯데캐슬퍼스트,2024,149,136205.70469798657,2024-12-24,10억~15억
송파구,잠실동,트리지움,2025,148,286258.4459459459,2025-12-22,20억 이상
은평구,응암동,녹번역e편한세상캐슬,2024,146,102650.0,2024-12-27,10억~15억
강동구,고덕동,래미안힐스테이트고덕,2024,146,146391.43835616438,2024-12-31,10억~15억
노원구,중계동,중계무지개,2025,145,48425.1724137931,2025-12-30,10억 미만
강서구,화곡동,강서힐스테이트,2025,142,135038.02816901408,2025-12-16,10억~15억
관악구,봉천동,벽산블루밍,2025,142,85571.47887323944,2025-12-29,10억 미만
강동구,명일동,래미안솔베뉴,2025,140,154546.42857142858,2025-12-05,15억~20억
강북구,미아동,에스케이북한산시티,2023,139,61101.07913669065,2023-12-29,10억 미만
강서구,가양동,강변,2025,139,62830.71942446043,2025-12-24,10억 미만
강동구,암사동,선사현대아파트,2024,138,97194.71014492754,2024-12-19,10억 미만
성동구,행당동,행당한진타운,2025,137,138849.63503649636,2025-12-31,10억~15억
영등포구,신길동,래미안에스티움,2025,136,153090.4411764706,2025-12-22,15억~20억
성북구,길음동,래미안길음센터피스,2025,136,124987.13235294117,2025-12-26,10억~15억
송파구,잠실동,잠실엘스,2024,135,242334.07407407407,2024-12-28,20억 이상
관악구,봉천동,두산,2025,134,101514.17910447762,2025-12-25,10억~15억
강동구,상일동,고덕센트럴IPARK,2025,134,158594.02985074627,2025-12-15,15억~20억
강동구,암사동,프라이어팰리스,2025,134,140076.1194029851,2025-12-26,10억~15억
성동구,옥수동,래미안 옥수 리버젠,2025,133,211447.36842105264,2025-12-31,20억 이상
영등포구,신길동,보라매에스케이뷰,2025,133,155658.64661654134,2025-12-29,15억~20억
동대문구,전농동,전농SK,2025,133,87642.1052631579,2025-12-18,10억 미만
성동구,하왕십리동,텐즈힐(1단지),2025,132,187934.0909090909,2025-12-26,15억~20억
송파구,잠실동,주공아파트 5단지,2024,132,285596.6666666667,2024-12-30,20억 이상
동대문구,답십리동,래미안위브,2024,132,121479.16666666667,2024-12-28,10억~15억
성북구,돈암동,한진(609-1),2025,131,70270.99236641222,2025-12-28,10억 미만
송파구,잠실동,잠실엘스,2023,130,212861.53846153847,2023-12-30,20억 이상
송파구,문정동,문정시영,2025,130,68737.30769230769,2025-12-26,10억 미만
노원구,상계동,상계주공9(고층),2025,130,48572.692307692305,2025-12-28,10억 미만
성북구,길음동,롯데캐슬클라시아,2025,129,137148.4496124031,2025-12-17,10억~15억
노원구,공릉동,태강아파트(아이파크),2025,129,53410.46511627907,2025-12-30,10억 미만
성북구,길음동,길음뉴타운4단지(e편한세상),2025,129,92149.61240310078,2025-12-31,10억 미만
동작구,상도동,힐스테이트 상도 센트럴파크,2025,128,158062.890625,2025-12-30,15억~20억
서초구,반포동,반포자이,2024,126,399750.79365079367,2024-12-31,20억 이상
노원구,상계동,상계주공6(고층),2025,126,57128.88888888889,2025-12-30,10억 미만
구로구,개봉동,한마을,2025,124,81331.85483870968,2025-12-30,10억 미만
강서구,가양동,가양6단지,2025,124,77786.20967741935,2025-12-30,10억 미만
성북구,하월곡동,월곡두산위브,2025,123,79275.60975609756,2025-12-30,10억 미만
중구,신당동,남산타운,2024,123,120173.17073170732,2024-12-19,10억~15억
성동구,금호동1가,벽산,2025,121,130289.6694214876,2025-11-29,10억~15억
강서구,가양동,가양2단지(성지),2025,120,60729.575,2025-12-21,10억 미만
성북구,장위동,래미안장위퍼스트하이,2025,119,107531.0924369748,2025-12-31,10억~15억
동작구,대방동,대림아파트,2025,119,136984.03361344538,2025-12-13,10억~15억
강동구,암사동,롯데캐슬퍼스트,2023,119,123764.28571428571,2023-12-30,10억~15억
송파구,가락동,가락(1차)쌍용아파트,2024,118,123749.15254237287,2024-12-29,10억~15억
도봉구,창동,창동주공3단지(해등마을),2025,118,58954.661016949154,2025-12-24,10억 미만
마포구,아현동,더클래시,2025,118,186004.2372881356,2025-10-19,15억~20억
성동구,행당동,서울숲 한신 더 휴,2025,118,146572.0338983051,2025-12-09,10억~15억
강동구,고덕동,래미안힐스테이트고덕,2023,117,133507.6923076923,2023-12-08,10억~15억
강동구,명일동,래미안솔베뉴,2024,117,128419.65811965812,2024-12-28,10억~15억
서대문구,북가좌동,DMC래미안e편한세상,2024,117,117905.9829059829,2024-11-30,10억~15억
노원구,상계동,상계주공7(고층),2025,116,57628.879310344826,2025-12-23,10억 미만
은평구,응암동,녹번역e편한세상캐슬,2023,115,93047.13043478261,2023-12-20,10억 미만
강동구,상일동,고덕아르테온,2023,114,131651.75438596492,2023-12-30,10억~15억
강남구,도곡동,도곡렉슬,2024,114,304885.9649122807,2024-12-31,20억 이상
성북구,돈암동,한진(609-1),2024,114,65943.42105263157,2024-12-30,10억 미만
노원구,상계동,상계주공3(고층),2025,113,70159.29203539823,2025-12-20,10억 미만
성북구,길음동,길음뉴타운2단지푸르지오,2025,113,83177.87610619469,2025-12-30,10억 미만
강동구,상일동,고덕자이,2025,113,157008.84955752213,2025-12-19,15억~20억
강남구,도곡동,도곡렉슬,2025,112,362216.96428571426,2025-12-11,20억 이상
마포구,성산동,성산시영(대우),2025,112,104955.80357142857,2025-12-12,10억~15억
성동구,행당동,행당한진타운,2024,111,114964.86486486487,2024-12-28,10억~15억
강남구,대치동,은마,2023,111,225959.45945945947,2023-12-06,20억 이상
노원구,중계동,중계그린1단지,2024,111,47126.48648648649,2024-12-21,10억 미만
성북구,장위동,꿈의숲아이파크,2025,111,113065.76576576577,2025-12-11,10억~15억
강동구,길동,거산유팰리스2차,2024,110,38063.27272727273,2024-12-24,10억 미만
동작구,사당동,사당롯데캐슬골든포레,2025,110,128799.09090909091,2025-11-22,10억~15억
송파구,잠실동,트리지움,2024,110,231285.45454545456,2024-12-30,20억 이상
동대문구,이문동,쌍용,2025,110,78758.63636363637,2025-12-19,10억 미만
노원구,하계동,장미(시영6),2025,109,52912.38532110092,2025-12-25,10억 미만
성북구,보문동6가,보문파크뷰자이,2025,109,99942.66055045872,2025-12-19,10억 미만
관악구,봉천동,현대(관악),2025,108,82422.22222222222,2025-12-29,10억 미만
동대문구,장안동,장안현대홈타운(336),2025,108,97313.88888888889,2025-12-31,10억 미만
강북구,번동,아츠스테이수유점,2023,108,16830.555555555555,2023-08-21,10억 미만
강서구,화곡동,강서힐스테이트,2024,108,125480.55555555556,2024-12-26,10억~15억
강남구,개포동,성원대치2단지아파트,2025,108,141287.96296296295,2025-12-27,10억~15억
동대문구,답십리동,래미안위브,2023,108,110361.57407407407,2023-12-23,10억~15억
동작구,노량진동,신동아리버파크,2025,108,119130.55555555556,2025-12-19,10억~15억
노원구,상계동,보람아파트,2025,107,52627.57009345794,2025-12-26,10억 미만
관악구,신림동,관악산휴먼시아2단지,2024,107,63814.01869158878,2024-12-27,10억 미만
노원구,월계동,한진한화그랑빌,2024,107,81381.30841121495,2024-12-31,10억 미만
양천구,신월동,신월시영,2025,107,53873.55140186916,2025-12-17,10억 미만
중랑구,중화동,한신아파트상가동유치원동(103~109),2025,106,67567.64150943396,2025-12-18,10억 미만
성북구,정릉동,정릉풍림아이원,2024,106,55246.22641509434,2024-12-28,10억 미만
성북구,길음동,길음뉴타운8단지(래미안),2025,106,110448.11320754717,2025-12-28,10억~15억
강남구,개포동,개포래미안포레스트,2024,106,236052.83018867925,2024-12-05,20억 이상
서대문구,북아현동,두산,2025,106,94905.6603773585,2025-12-22,10억 미만
성북구,길음동,길음동동부센트레빌(1278-0),2025,105,86353.33333333333,2025-12-16,10억 미만
도봉구,방학동,신동아아파트1,2025,105,38045.71428571428,2025-12-31,10억 미만
성북구,석관동,두산,2025,105,77847.14285714286,2025-12-28,10억 미만
성동구,금호동3가,두산,2025,105,134736.66666666666,2025-10-18,10억~15억
노원구,공릉동,태강아파트(아이파크),2024,105,51316.666666666664,2024-12-20,10억 미만
서대문구,현저동,독립문극동(200-0),2025,104,113325.0,2025-12-12,10억~15억
강동구,길동,동남아이스타즈,2024,104,9374.423076923076,2024-07-22,10억 미만
송파구,잠실동,레이크팰리스,2025,103,286633.98058252427,2025-12-01,20억 이상
영등포구,영등포동,영등포푸르지오,2024,103,104319.22330097087,2024-12-28,10억~15억
송파구,문정동,문정래미안,2025,103,175612.6213592233,2025-12-23,15억~20억
동작구,상도동,래미안상도3차,2025,103,142297.08737864078,2025-12-30,10억~15억
중랑구,상봉동,와이센트럴시티상봉,2025,103,28413.106796116506,2025-09-17,10억 미만
강서구,내발산동,우장산힐스테이트,2025,102,133460.49019607843,2025-12-23,10억~15억
서초구,반포동,래미안퍼스티지,2024,102,441990.1960784314,2024-12-31,20억 이상
서대문구,남가좌동,DMC파크뷰자이1단지,2024,102,130060.7843137255,2024-12-31,10억~15억
마포구,염리동,마포프레스티지자이,2025,102,219488.23529411765,2025-10-18,20억 이상
성동구,옥수동,옥수파크힐스101동~116동,2024,101,177809.900990099,2024-12-17,15억~20억
강남구,개포동,성원대치2단지아파트,2023,101,104950.0,2023-12-27,10억~15억
관악구,신림동,관악산휴먼시아2단지,2025,101,66326.73267326732,2025-12-31,10억 미만
광진구,자양동,더샵스타시티,2025,101,225175.74257425743,2025-10-18,20억 이상
동대문구,이문동,대림e-편한세상,2025,100,90324.5,2025-12-25,10억 미만
서초구,반포동,아크로리버파크,2024,100,474690.0,2024-12-31,20억 이상
성북구,길음동,길음뉴타운1단지(래미안길음1차),2025,99,94415.15151515152,2025-12-26,10억 미만
송파구,문정동,올림픽훼밀리타운,2023,99,191056.56565656565,2023-12-30,15억~20억
광진구,화양동,광진청년생활,2024,99,30432.828282828283,2024-06-11,10억 미만
성동구,하왕십리동,왕십리자이,2025,98,137997.95918367346,2025-12-05,10억~15억
강북구,미아동,벽산라이브파크,2025,98,59133.163265306124,2025-12-31,10억 미만
중랑구,신내동,신내6대주,2025,98,48119.38775510204,2025-12-31,10억 미만
강남구,도곡동,도곡렉슬,2023,98,261502.04081632654,2023-12-06,20억 이상
마포구,도화동,우성,2025,98,143402.04081632654,2025-10-15,10억~15억
구로구,개봉동,현대,2025,98,79307.14285714286,2025-12-19,10억 미만
서초구,반포동,반포자이,2025,98,498270.4081632653,2025-11-18,20억 이상
송파구,잠실동,트리지움,2023,98,209994.89795918367,2023-12-02,20억 이상
금천구,시흥동,관악산벽산타운5,2025,98,51846.42857142857,2025-12-30,10억 미만
중구,신당동,남산타운,2023,97,114209.27835051547,2023-12-29,10억~15억
마포구,아현동,마포래미안푸르지오4단지,2025,97,208829.8969072165,2025-10-19,20억 이상
관악구,봉천동,관악드림(삼성),2025,97,92887.62886597938,2025-12-26,10억 미만
성동구,금호동4가,대우,2025,97,149608.2474226804,2025-12-29,10억~15억
영등포구,대림동,현대3차,2025,97,87654.1237113402,2025-12-09,10억 미만
영등포구,신길동,삼환,2025,97,96287.62886597938,2025-12-23,10억 미만
마포구,아현동,공덕자이,2025,97,206113.40206185568,2025-10-18,20억 이상
강남구,수서동,까치마을,2025,97,119562.88659793814,2025-12-16,10억~15억
성동구,행당동,대림e-편한세상,2024,97,112398.45360824742,2024-12-31,10억~15억
구로구,구로동,구로두산,2024,96,47400.520833333336,2024-12-31,10억 미만
강서구,내발산동,센터스퀘어발산,2025,96,35832.291666666664,2025-05-29,10억 미만
은평구,응암동,백련산에스케이뷰아이파크,2024,96,90461.45833333333,2024-12-12,10억 미만
마포구,성산동,성산시영(선경),2025,96,113879.16666666667,2025-11-25,10억~15억
강동구,명일동,삼익그린2차,2024,95,112787.8947368421,2024-12-09,10억~15억
도봉구,도봉동,한신,2023,95,53241.05263157895,2023-12-18,10억 미만
관악구,봉천동,봉천우성,2025,95,84896.84210526316,2025-12-15,10억 미만
영등포구,신길동,보라매에스케이뷰,2024,95,136849.47368421053,2024-12-28,10억~15억
송파구,장지동,위례24단지(꿈에그린),2025,95,137843.15789473685,2025-12-20,10억~15억
동작구,사당동,극동(105),2025,95,122344.21052631579,2025-12-27,10억~15억
동작구,상도동,상도역롯데캐슬파크엘,2025,94,151793.6170212766,2025-11-27,15억~20억
강서구,마곡동,마곡13단지힐스테이트마스터,2025,94,139788.29787234042,2025-12-23,10억~15억
동대문구,장안동,장안동하트리움,2025,94,27833.510638297874,2025-04-30,10억 미만
강동구,상일동,고덕센트럴IPARK,2024,94,131368.085106383,2024-12-28,10억~15억
동대문구,답십리동,답십리청솔우성,2025,94,81157.97872340426,2025-12-21,10억 미만
용산구,이촌동,한가람,2024,94,200139.36170212767,2024-12-26,20억 이상
성동구,옥수동,극동,2025,93,161229.03225806452,2025-10-19,15억~20억
강동구,명일동,고덕주공9,2025,93,139871.50537634408,2025-12-19,10억~15억
양천구,신월동,목동센트럴아이파크위브2단지,2025,93,106448.3870967742,2025-12-20,10억~15억
동대문구,장안동,래미안장안2차,2025,93,100096.7741935484,2025-12-27,10억~15억
중구,황학동,롯데캐슬,2025,92,102345.65217391304,2025-12-27,10억~15억
영등포구,양평동5가,양평한신,2025,92,100133.15217391304,2025-12-20,10억~15억
마포구,대흥동,마포그랑자이,2024,92,167496.73913043478,2024-11-09,15억~20억
강동구,암사동,선사현대아파트,2023,92,89784.23913043478,2023-12-27,10억 미만
노원구,상계동,상계주공4(고층),2025,92,48057.065217391304,2025-12-31,10억 미만
성동구,금호동2가,래미안하이리버,2025,92,165330.4347826087,2025-11-21,15억~20억
양천구,목동,목동신시가지7,2025,91,235500.0,2025-12-30,20억 이상
성북구,정릉동,정릉풍림아이원,2025,91,57843.406593406595,2025-12-24,10억 미만
노원구,월계동,미성,2025,91,65308.35164835165,2025-12-29,10억 미만
성동구,마장동,라봄성동,2025,91,32413.186813186814,2025-12-03,10억 미만
동대문구,전농동,전농SK,2024,91,80261.53846153847,2024-12-28,10억 미만
용산구,이촌동,한가람,2025,90,227115.55555555556,2025-12-27,20억 이상
관악구,봉천동,벽산블루밍,2024,90,77650.0,2024-12-07,10억 미만
성동구,금호동2가,신금호파크자이,2025,90,175671.11111111112,2025-10-19,15억~20억
동대문구,전농동,래미안크레시티,2024,90,127035.55555555556,2024-12-29,10억~15억
강북구,미아동,삼성래미안트리베라2단지,2025,90,83403.88888888889,2025-12-23,10억 미만
중랑구,면목동,사가정센트럴아이파크,2025,90,123399.44444444444,2025-12-30,10억~15억
중구,신당동,삼성,2025,90,116892.22222222222,2025-12-20,10억~15억
송파구,방이동,올림픽선수기자촌2단지,2024,90,234138.88888888888,2024-12-26,20억 이상
동작구,신대방동,보라매자이더포레스트,2025,90,134403.88888888888,2025-12-20,10억~15억
노원구,중계동,주공5,2025,89,65975.2808988764,2025-12-30,10억 미만
은평구,녹번동,래미안베라힐즈,2025,89,114185.39325842696,2025-12-27,10억~15억
양천구,목동,목동청구한신아파트,2025,89,174733.14606741574,2025-12-24,15억~20억
영등포구,신길동,힐스테이트클래시안,2025,89,144610.11235955055,2025-12-31,10억~15억
마포구,대흥동,대흥동태영아파트,2024,89,135305.05617977527,2024-12-22,10억~15억
영등포구,영등포동1가,지엘리베라움,2023,88,15932.15909090909,2023-06-15,10억 미만
관악구,봉천동,관악드림(동아),2024,88,84551.13636363637,2024-12-30,10억 미만
중구,신당동,약수하이츠,2024,88,115269.31818181818,2024-12-31,10억~15억
강서구,화곡동,강서힐스테이트,2023,88,120535.22727272728,2023-12-18,10억~15억
성동구,하왕십리동,텐즈힐(1단지),2024,88,161579.54545454544,2024-12-19,15억~20억
성북구,길음동,길음뉴타운2단지푸르지오,2024,88,79685.79545454546,2024-12-19,10억 미만
금천구,시흥동,관악산벽산타운5,2023,88,50833.295454545456,2023-12-20,10억 미만
강동구,성내동,성내동삼성아파트,2025,88,115786.36363636363,2025-12-22,10억~15억
금천구,시흥동,관악산벽산타운5,2024,87,52749.425287356324,2024-12-28,10억 미만
중랑구,중화동,한신아파트상가동유치원동(103~109),2024,87,64449.425287356324,2024-12-28,10억 미만
영등포구,영등포동7가,아크로타워스퀘어,2025,87,170767.816091954,2025-12-04,15억~20억
강동구,상일동,고덕자이,2024,87,128683.908045977,2024-12-17,10억~15억
영등포구,신길동,신길센트럴자이아파트,2025,87,149533.908045977,2025-12-09,10억~15억
송파구,장지동,위례24단지(꿈에그린),2024,87,121439.6551724138,2024-12-16,10억~15억
강남구,개포동,개포래미안포레스트,2025,87,283882.7586206897,2025-12-30,20억 이상
마포구,신수동,신촌숲아이파크,2025,87,204796.55172413794,2025-12-10,20억 이상
양천구,신정동,목동신시가지14,2025,87,190004.59770114944,2025-12-29,15억~20억
서대문구,북아현동,힐스테이트신촌,2025,86,147488.37209302327,2025-12-06,10억~15억
동작구,상도동,힐스테이트 상도 센트럴파크,2024,86,135543.02325581395,2024-12-26,10억~15억
구로구,개봉동,한진,2025,86,57562.20930232558,2025-12-23,10억 미만
성동구,금호동1가,이편한세상금호파크힐스,2025,86,188577.90697674418,2025-12-30,15억~20억
성북구,길음동,길음동동부센트레빌(1278-0),2024,86,80620.3488372093,2024-12-30,10억 미만
강서구,화곡동,"우장산아이파크,이편한세상",2024,86,118850.58139534884,2024-12-31,10억~15억
성북구,하월곡동,래미안월곡,2025,86,86750.0,2025-12-27,10억 미만
동대문구,답십리동,힐스테이트청계,2025,86,126003.48837209302,2025-12-11,10억~15억
광진구,광장동,현대파크빌,2025,86,166900.0,2025-12-26,15억~20억
영등포구,대림동,e편한세상영등포아델포레,2025,86,117673.25581395348,2025-12-19,10억~15억
동대문구,답십리동,래미안미드카운티,2025,85,130305.29411764706,2025-11-29,10억~15억
도봉구,도봉동,한신,2024,85,56714.0,2024-12-28,10억 미만
구로구,구로동,구로두산,2025,85,51385.17647058824,2025-12-26,10억 미만
노원구,상계동,상계주공1(고층),2025,85,47078.705882352944,2025-12-28,10억 미만
서대문구,천연동,천연뜨란채,2025,85,83261.76470588235,2025-12-12,10억 미만
성동구,옥수동,옥수파크힐스101동~116동,2025,85,226837.64705882352,2025-12-26,20억 이상
성동구,옥수동,옥수삼성,2025,85,171485.88235294117,2025-12-26,15억~20억
강동구,천호동,래미안강동팰리스,2025,85,146877.64705882352,2025-12-19,10억~15억
서대문구,홍제동,홍제역해링턴플레이스,2025,84,127020.23809523809,2025-12-27,10억~15억
성동구,하왕십리동,왕십리풍림아이원,2025,84,117937.5,2025-12-27,10억~15억
강동구,명일동,래미안솔베뉴,2023,84,112803.57142857143,2023-12-28,10억~15억
강동구,천호동,우성,2025,84,90400.0,2025-12-31,10억 미만
양천구,신정동,신트리1,2025,84,67518.45238095238,2025-12-31,10억 미만
동작구,사당동,사당롯데캐슬골든포레,2024,84,108439.88095238095,2024-12-30,10억~15억
양천구,신정동,목동신시가지11,2025,84,154407.14285714287,2025-12-30,15억~20억
양천구,목동,목동신시가지1,2025,84,230583.33333333334,2025-12-30,20억 이상
도봉구,도봉동,한신,2025,84,57484.52380952381,2025-12-30,10억 미만
관악구,봉천동,관악푸르지오,2024,84,79970.83333333333,2024-12-16,10억 미만
관악구,봉천동,봉천동아,2025,83,87817.34939759035,2025-12-07,10억 미만
성북구,종암동,래미안크리시엘,2025,83,82122.89156626505,2025-12-20,10억 미만
동작구,상도동,포스코더샵,2025,83,147049.39759036145,2025-12-24,10억~15억
송파구,가락동,가락(1차)쌍용아파트,2023,83,114219.8795180723,2023-12-30,10억~15억
성동구,응봉동,대림강변타운,2025,83,146839.7590361446,2025-12-19,10억~15억
동작구,흑석동,흑석한강푸르지오,2025,83,188487.9518072289,2025-11-26,15억~20억
양천구,신정동,목동우성2,2025,83,100770.48192771085,2025-12-31,10억~15억
중랑구,면목동,사가정센트럴아이파크,2024,83,113624.09638554217,2024-12-07,10억~15억
강동구,명일동,삼익가든,2025,83,119151.2048192771,2025-12-09,10억~15억
강서구,등촌동,등촌동아이파크,2025,83,112746.98795180723,2025-12-12,10억~15억
송파구,송파동,래미안송파파인탑,2024,83,155134.93975903615,2024-12-31,15억~20억
서초구,반포동,반포자이,2023,82,379289.0243902439,2023-12-27,20억 이상
서초구,반포동,래미안원베일리,2024,82,497881.7073170732,2024-12-30,20억 이상
성북구,길음동,롯데캐슬클라시아,2024,82,120730.48780487805,2024-11-21,10억~15억
은평구,응암동,백련산힐스테이트2차,2025,82,78789.0243902439,2025-12-19,10억 미만
광진구,구의동,현대프라임,2025,82,163743.9024390244,2025-10-19,15억~20억
노원구,상계동,상계주공16(고층),2025,81,45214.81481481482,2025-11-29,10억 미만
성북구,길음동,래미안길음센터피스,2024,81,116568.51851851853,2024-12-13,10억~15억
동대문구,용두동,이편한세상청계센트럴포레,2025,81,140262.96296296295,2025-12-26,10억~15억
성북구,석관동,래미안아트리치,2025,81,99055.55555555556,2025-12-06,10억 미만
양천구,신정동,목동신시가지8,2025,81,178743.2098765432,2025-12-31,15억~20억
성북구,하월곡동,월곡두산위브,2024,81,75303.70370370371,2024-12-31,10억 미만
강서구,내발산동,우장산힐스테이트,2024,81,125459.25925925926,2024-12-23,10억~15억
서대문구,남가좌동,DMC래미안클라시스,2025,80,87978.75,2025-12-22,10억 미만
노원구,상계동,보람아파트,2024,80,51331.875,2024-12-25,10억 미만
강동구,둔촌동,둔촌푸르지오,2025,80,131518.125,2025-12-13,10억~15억
도봉구,창동,동아청솔,2025,80,83345.625,2025-12-24,10억 미만
성북구,길음동,길음뉴타운4단지(e편한세상),2024,80,84535.0,2024-12-26,10억 미만
서대문구,남가좌동,남가좌동현대,2025,80,80970.0,2025-12-29,10억 미만
서대문구,남가좌동,DMC에코자이,2025,80,117806.25,2025-12-23,10억~15억
도봉구,창동,주공17단지,2025,79,32354.683544303796,2025-12-29,10억 미만
성북구,돈암동,한신,2025,79,75677.21518987342,2025-12-28,10억 미만
성북구,돈암동,한진(609-1),2023,79,63831.645569620254,2023-12-29,10억 미만
성북구,정릉동,정릉풍림아이원,2023,79,54210.126582278484,2023-12-26,10억 미만
강서구,가양동,가양도시개발9-2단지,2025,79,59954.43037974684,2025-12-29,10억 미만
관악구,신림동,신림현대,2025,79,59435.443037974685,2025-12-13,10억 미만
송파구,신천동,장미1,2024,79,229984.81012658228,2024-12-31,20억 이상
강동구,명일동,명일지에스아파트,2025,78,94093.58974358975,2025-12-20,10억 미만
구로구,신도림동,대림2,2025,78,109742.94871794872,2025-12-26,10억~15억
은평구,응암동,백련산에스케이뷰아이파크,2025,78,95198.71794871795,2025-12-20,10억 미만
강동구,상일동,고덕롯데캐슬베네루체,2024,78,126421.15384615384,2024-09-30,10억~15억
강서구,방화동,방화5,2025,78,48497.94871794872,2025-12-30,10억 미만
노원구,공릉동,태릉해링턴플레이스,2024,78,87742.30769230769,2024-12-24,10억 미만
성북구,장위동,래미안장위퍼스트하이,2024,78,98484.61538461539,2024-12-17,10억 미만
영등포구,신길동,래미안에스티움,2024,78,135054.7435897436,2024-12-21,10억~15억
마포구,염리동,마포프레스티지자이,2024,77,181287.66233766233,2024-12-31,15억~20억
송파구,가락동,우성,2025,77,127662.98701298701,2025-12-23,10억~15억
성동구,하왕십리동,센트라스,2023,77,126618.83116883117,2023-12-14,10억~15억
마포구,아현동,마포래미안푸르지오4단지,2024,77,177280.5194805195,2024-12-10,15억~20억
구로구,신도림동,대림1,2025,77,99590.90909090909,2025-12-31,10억 미만
금천구,독산동,금천롯데캐슬골드파크3차,2025,77,96431.81818181818,2025-12-30,10억 미만
서대문구,대현동,신촌럭키,2025,77,98295.45454545454,2025-11-26,10억 미만
노원구,상계동,상계주공10(고층),2025,77,53697.4025974026,2025-12-23,10억 미만
강서구,화곡동,화곡푸르지오,2025,77,112637.66233766233,2025-12-24,10억~15억
성동구,금호동2가,신금호파크자이,2024,77,143467.53246753247,2024-12-17,10억~15억
성북구,상월곡동,동아에코빌,2025,77,67219.48051948052,2025-12-13,10억 미만
강남구,개포동,개포래미안포레스트,2023,77,209515.58441558442,2023-12-18,20억 이상
양천구,신정동,목동신시가지13,2025,77,207193.5064935065,2025-12-11,20억 이상
