자치구,법정동,아파트,년,거래건수,평균거래금액,최근거래일,가격대
중랑구,망우동,신원,2025,4,50875.0,2025-11-19,10억 미만
강남구,세곡동,강남엘에이치1단지,2023,4,135625.0,2023-08-26,10억~15억
강남구,신사동,로데오현대,2024,4,128575.0,2024-11-05,10억~15억
강남구,수서동,동익,2023,4,149250.0,2023-12-11,10억~15억
구로구,구로동,신안타워,2024,4,46250.0,2024-06-08,10억 미만
구로구,구로동,신안타워,2025,4,51425.0,2025-11-14,10억 미만
구로구,구로동,아스타빌,2024,4,49125.0,2024-10-11,10억 미만
구로구,구로동,승윤노블리안,2025,4,55100.0,2025-09-13,10억 미만
성동구,성수동1가,우방,2024,4,97000.0,2024-11-17,10억 미만
구로구,구로동,월드,2025,4,60450.0,2025-12-10,10억 미만
성동구,성수동1가,서울숲한양현대,2023,4,121500.0,2023-11-01,10억~15억
강남구,신사동,신성아파트101동,2025,4,161875.0,2025-09-23,15억~20억
강남구,신사동,압구정하이츠파크,2023,4,551250.0,2023-10-17,20억 이상
중구,황학동,신당블루카운티,2024,4,58050.0,2024-09-13,10억 미만
서초구,방배동,디오수페리움2,2025,4,132125.0,2025-11-07,10억~15억
노원구,월계동,극동,2024,4,48750.0,2024-11-07,10억 미만
성동구,사근동,중앙하이츠,2023,4,67650.0,2023-09-07,10억 미만
성동구,사근동,한양마이라움,2025,4,16400.0,2025-02-22,10억 미만
구로구,구로동,우리유앤미,2024,4,51375.0,2024-09-23,10억 미만
노원구,상계동,한일유앤아이,2023,4,64700.0,2023-10-31,10억 미만
노원구,상계동,현대2차,2023,4,56350.0,2023-11-11,10억 미만
노원구,상계동,현대2차,2025,4,50625.0,2025-12-31,10억 미만
노원구,상계동,코오롱,2025,4,59875.0,2025-10-16,10억 미만
성동구,성수동1가,서울숲성수현대,2023,4,114000.0,2023-10-10,10억~15억
구로구,구로동,우성(1058),2024,4,63300.0,2024-08-16,10억 미만
구로구,구로동,중앙하이츠(1269),2024,4,75375.0,2024-11-20,10억 미만
구로구,구로동,케어빌(98-8),2025,4,46775.0,2025-11-21,10억 미만
동작구,사당동,사당해그린,2023,4,70875.0,2023-10-25,10억 미만
동작구,사당동,사당휴브리지(206-127),2024,4,14100.0,2024-08-09,10억 미만
강남구,세곡동,세곡리엔파크(3단지),2023,4,111500.0,2023-11-01,10억~15억
중랑구,망우동,금호어울림(580-1),2025,4,61750.0,2025-10-13,10억 미만
중랑구,망우동,더하이어,2023,4,11075.0,2023-11-10,10억 미만
노원구,상계동,청암1단지,2025,4,68250.0,2025-12-17,10억 미만
서초구,방배동,방배3차e-편한세상,2024,4,371000.0,2024-11-30,20억 이상
서초구,방배동,방배3차e-편한세상,2025,4,397250.0,2025-11-19,20억 이상
성동구,마장동,우성에비뉴,2023,4,64475.0,2023-10-26,10억 미만
성동구,마장동,장원,2023,4,60750.0,2023-09-13,10억 미만
성동구,마장동,삼성홈타운,2023,4,18000.0,2023-08-08,10억 미만
구로구,구로동,현대의보아파트,2023,4,49750.0,2023-10-13,10억 미만
중랑구,면목동,건원베스트원,2024,4,20375.0,2024-08-23,10억 미만
중랑구,면목동,대원칸타빌,2024,4,72500.0,2024-11-05,10억 미만
동작구,사당동,제일,2023,4,66900.0,2023-10-03,10억 미만
동작구,사당동,삼익그린뷰,2024,4,69000.0,2024-11-19,10억 미만
중랑구,망우동,청광,2025,4,46750.0,2025-10-02,10억 미만
강남구,삼성동,청구아파트,2025,4,232000.0,2025-03-22,20억 이상
노원구,상계동,중앙하이츠(5지역),2024,4,47812.5,2024-08-17,10억 미만
성동구,상왕십리동,센트럴큐브,2024,4,26925.0,2024-12-24,10억 미만
성동구,성수동1가,갤러리아포레,2024,4,965000.0,2024-11-29,20억 이상
노원구,상계동,성원상떼빌,2024,4,49200.0,2024-10-07,10억 미만
구로구,신도림동,대림e-편한세상6,2024,4,100300.0,2024-07-04,10억~15억
노원구,상계동,수락리버시티3단지,2023,4,64875.0,2023-12-23,10억 미만
구로구,구로동,현대로얄,2025,4,45300.0,2025-10-19,10억 미만
서초구,방배동,방배디오슈페리움Ⅰ,2025,4,149875.0,2025-12-05,10억~15억
구로구,신도림동,대림3,2024,4,95750.0,2024-08-19,10억 미만
성동구,마장동,대성유니드,2023,4,77575.0,2023-09-01,10억 미만
성동구,마장동,마장동중앙하이츠,2023,4,86625.0,2023-12-08,10억 미만
노원구,상계동,수락파크빌,2023,4,79000.0,2023-09-13,10억 미만
노원구,상계동,수락한신,2023,4,61000.0,2023-09-23,10억 미만
중랑구,면목동,두원,2024,4,49750.0,2024-12-30,10억 미만
강남구,삼성동,푸른솔아파트1동,2025,4,175375.0,2025-09-19,15억~20억
강남구,삼성동,한양립스,2023,4,72350.0,2023-11-25,10억 미만
중랑구,망우동,한일써너스빌리젠시1단지(101동),2025,4,81625.0,2025-12-13,10억 미만
구로구,구로동,하나세인스톤2차,2023,4,13825.0,2023-09-01,10억 미만
구로구,구로동,한국현대,2025,4,55800.0,2025-06-22,10억 미만
구로구,오류동,오류동금호어울림,2024,4,59400.0,2024-12-05,10억 미만
구로구,오류동,오류동삼전솔하임,2025,4,28025.0,2025-07-21,10억 미만
구로구,오류동,삼천리,2024,4,58625.0,2024-07-08,10억 미만
구로구,오류동,썬앤빌,2024,4,7275.0,2024-09-03,10억 미만
구로구,오류동,썬앤빌,2025,4,7650.0,2025-07-16,10억 미만
중랑구,면목동,신성,2025,4,60500.0,2025-12-26,10억 미만
중랑구,면목동,신영,2023,4,9525.0,2023-10-02,10억 미만
중랑구,면목동,신영,2024,4,8850.0,2024-12-21,10억 미만
강남구,삼성동,석탑아파트101동,2024,4,173000.0,2024-09-14,15억~20억
서초구,방배동,방배씨티(보성),2025,4,134125.0,2025-11-08,10억~15억
구로구,오류동,경남아너스빌,2024,4,69550.0,2024-08-09,10억 미만
구로구,오류동,금강,2023,4,33500.0,2023-10-28,10억 미만
구로구,신도림동,신성은하수,2024,4,67625.0,2024-09-24,10억 미만
노원구,상계동,상록수1단지,2024,4,45800.0,2024-11-04,10억 미만
서초구,방배동,방배아크로타워,2025,4,91125.0,2025-12-05,10억 미만
노원구,상계동,우림루미아트1,2023,4,68125.0,2023-11-16,10억 미만
구로구,오류동,이좋은집,2025,4,21812.5,2025-12-20,10억 미만
성동구,금호동1가,신금호두산위브,2023,4,109125.0,2023-10-27,10억~15억
구로구,천왕동,천왕연지타운2단지,2024,4,73625.0,2024-09-07,10억 미만
구로구,천왕동,천왕이펜하우스1단지,2024,4,74350.0,2024-09-25,10억 미만
구로구,천왕동,천왕이펜하우스4단지,2023,4,64375.0,2023-09-14,10억 미만
동작구,상도동,대우유로카운티,2025,4,137500.0,2025-08-16,10억~15억
동작구,상도1동,숭실그랜드,2025,4,43200.0,2025-10-19,10억 미만
중랑구,면목동,용마한신2,2024,4,59787.5,2024-11-08,10억 미만
중랑구,면목동,킴스아파트,2025,4,34000.0,2025-12-31,10억 미만
중랑구,면목동,용마산하늘채,2023,4,100500.0,2023-12-22,10억~15억
동작구,사당동,진흥아리엘,2023,4,68450.0,2023-11-14,10억 미만
구로구,오류동,동선,2023,4,47625.0,2023-08-24,10억 미만
구로구,오류동,길훈,2024,4,31900.0,2024-11-28,10억 미만
구로구,오류동,길훈,2025,4,28975.0,2025-11-25,10억 미만
구로구,오류동,다청림(356),2025,4,27500.0,2025-12-10,10억 미만
구로구,오류동,동보,2024,4,36725.0,2024-07-06,10억 미만
노원구,상계동,상계대림e편한세상,2024,4,60500.0,2024-07-29,10억 미만
금천구,독산동,계룡아파트,2024,4,49000.0,2024-10-24,10억 미만
금천구,독산동,계룡아파트,2025,4,51625.0,2025-09-20,10억 미만
서초구,잠원동,미주파스텔,2023,4,144000.0,2023-08-07,10억~15억
금천구,독산동,명도힐스티지,2024,4,26975.0,2024-10-02,10억 미만
금천구,독산동,독산동한양수자인,2023,4,70950.0,2023-10-11,10억 미만
동작구,상도동,롯데캐슬비엔,2024,4,94000.0,2024-07-05,10억 미만
동작구,상도동,경향렉스빌,2024,4,75750.0,2024-12-02,10억 미만
강남구,도곡동,하이페리온,2025,4,234625.0,2025-07-18,20억 이상
강남구,도곡동,한라비발디,2025,4,249000.0,2025-07-03,20억 이상
동작구,상도동,다온아파트,2025,4,53475.0,2025-09-27,10억 미만
서초구,잠원동,킴스빌리지,2023,4,83125.0,2023-12-26,10억 미만
서초구,잠원동,한신그린,2024,4,212000.0,2024-08-12,20억 이상
구로구,항동,현대홈타운스위트,2023,4,69175.0,2023-10-30,10억 미만
구로구,항동,우남퍼스트빌더센트럴,2024,4,77625.0,2024-09-07,10억 미만
금천구,가산동,비즈트위트바이올렛5차,2025,4,9452.5,2025-12-29,10억 미만
서초구,우면동,동고,2024,4,125500.0,2024-08-16,10억~15억
서초구,우면동,서초네이처힐1단지,2025,4,180750.0,2025-11-01,15억~20억
서초구,우면동,서초네이처힐2단지,2023,4,118250.0,2023-11-03,10억~15억
금천구,독산동,진도3차아파트,2023,4,49975.0,2023-11-23,10억 미만
서초구,방배동,삼호한숲,2023,4,122750.0,2023-12-12,10억~15억
서초구,방배동,삼호한숲,2024,4,129500.0,2024-08-15,10억~15억
중랑구,묵동,신안1,2023,4,56725.0,2023-12-28,10억 미만
동작구,상도동,상도2차갑을명가,2024,4,69200.0,2024-09-30,10억 미만
동작구,상도동,상도2차갑을명가,2025,4,71125.0,2025-09-29,10억 미만
강남구,도곡동,도곡우성아파트,2023,4,181950.0,2023-08-07,15억~20억
강남구,도곡동,중명하니빌,2025,4,39250.0,2025-08-07,10억 미만
노원구,상계동,상계1차중앙하이츠,2023,4,54775.0,2023-10-28,10억 미만
금천구,독산동,명도힐스티지,2025,4,26500.0,2025-12-12,10억 미만
서초구,우면동,한라,2023,4,104500.0,2023-09-27,10억~15억
서초구,우면동,한라,2025,4,135300.0,2025-11-26,10억~15억
서초구,잠원동,금호베스트빌,2024,4,242750.0,2024-07-15,20억 이상
노원구,상계동,대망드림힐1,2025,4,63075.0,2025-12-21,10억 미만
금천구,시흥동,관악산신도브래뉴,2023,4,62250.0,2023-11-11,10억 미만
서초구,양재동,우성KBS(113동),2025,4,164250.0,2025-11-08,15억~20억
금천구,시흥동,남서울건영아파트,2024,4,48200.0,2024-08-13,10억 미만
금천구,시흥동,남서울건영아파트,2025,4,44000.0,2025-12-18,10억 미만
서초구,신원동,서초포레스타7단지,2025,4,143500.0,2025-12-04,10억~15억
서초구,신원동,힐스테이트서초젠트리스,2023,4,168500.0,2023-09-21,15억~20억
동작구,신대방동,신동아파밀리에,2023,4,106000.0,2023-12-01,10억~15억
동작구,신대방동,신동아파밀리에,2025,4,110650.0,2025-08-06,10억~15억
동작구,신대방동,우성2차,2023,4,66375.0,2023-11-07,10억 미만
동작구,신대방동,펭귄,2024,4,52875.0,2024-10-26,10억 미만
강남구,도곡동,도곡2차I'PARK,2024,4,296750.0,2024-12-23,20억 이상
중랑구,묵동,신안3,2024,4,62700.0,2024-12-02,10억 미만
서초구,방배동,삼호2,2023,4,220375.0,2023-09-11,20억 이상
서초구,방배동,삼호3,2025,4,288500.0,2025-06-17,20억 이상
금천구,독산동,청광플러스원,2024,4,60912.5,2024-08-19,10억 미만
서초구,서초동,서초힐하우스,2025,4,120856.5,2025-12-27,10억~15억
서초구,서초동,현대아파트,2023,4,154125.0,2023-12-25,15억~20억
서초구,신원동,서초포레스타3단지,2023,4,136500.0,2023-10-30,10억~15억
금천구,시흥동,산호시티빌,2023,4,28200.0,2023-12-24,10억 미만
서초구,서초동,현대성우주상복합아파트,2024,4,172000.0,2024-11-23,15억~20억
금천구,시흥동,시흥베르빌,2023,4,61325.0,2023-11-08,10억 미만
금천구,시흥동,시흥베르빌,2024,4,70875.0,2024-11-20,10억 미만
금천구,시흥동,시흥베르빌,2025,4,72550.0,2025-12-10,10억 미만
금천구,시흥동,벽산3,2024,4,47075.0,2024-07-01,10억 미만
강남구,대치동,선릉역대우아이빌(890-49),2024,4,23125.0,2024-10-15,10억 미만
강남구,대치동,선릉역대우아이빌(890-49),2025,4,32275.0,2025-08-25,10억 미만
중랑구,상봉동,동성네스트빌1동,2025,4,39700.0,2025-12-19,10억 미만
강남구,대치동,현대1,2025,4,225625.0,2025-10-31,20억 이상
강남구,대치동,포스코더샵,2023,4,318000.0,2023-11-01,20억 이상
강남구,도곡동,그랜빌캐슬,2025,4,171250.0,2025-11-22,15억~20억
강남구,대치동,하이캐슬,2025,4,206125.0,2025-10-15,20억 이상
노원구,상계동,극동늘푸른,2024,4,56687.5,2024-10-21,10억 미만
서초구,방배동,한신트리플,2025,4,50675.0,2025-10-13,10억 미만
서초구,서초동,서초자이,2024,4,232750.0,2024-12-13,20억 이상
서초구,서초동,서초자이,2025,4,245750.0,2025-11-22,20억 이상
서초구,서초동,서초트라팰리스,2023,4,178375.0,2023-12-18,15억~20억
서초구,서초동,서초아트래디앙,2025,4,147500.0,2025-06-11,10억~15억
노원구,공릉동,노원프레미어스엠코,2023,4,84150.0,2023-09-16,10억 미만
강남구,논현동,한진로즈힐,2024,4,150750.0,2024-12-02,15억~20억
동작구,상도동,씨티아모리움,2025,4,12900.0,2025-09-06,10억 미만
동작구,상도동,상도효성해링턴플레이스,2023,4,93625.0,2023-08-29,10억 미만
강남구,대치동,대치한신휴플러스,2025,4,172325.0,2025-12-20,15억~20억
중랑구,상봉동,"엘지,쌍용아파트",2026,4,63500.0,2026-01-10,10억 미만
강남구,대치동,대치푸르지오써밋,2023,4,200000.0,2023-12-12,20억 이상
노원구,상계동,대동황토빌라트,2023,4,70750.0,2023-12-06,10억 미만
서초구,서초동,서초한빛삼성,2023,4,153425.0,2023-12-08,15억~20억
금천구,시흥동,현대(209),2025,4,44250.0,2025-10-19,10억 미만
강남구,논현동,논현베르빌,2024,4,132687.5,2024-07-26,10억~15억
중랑구,중화동,중화동건영아파트,2024,4,44800.0,2024-09-21,10억 미만
강남구,개포동,개포더샵트리에,2023,4,232500.0,2023-11-22,20억 이상
중랑구,중화동,삼익아파트.상가동,2024,4,51050.0,2024-11-13,10억 미만
동작구,신대방동,롯데관악타워,2024,4,131750.0,2024-12-22,10억~15억
동작구,상도동,현대201동,2024,4,59900.0,2024-01-27,10억 미만
동작구,신대방동,보라매삼성쉐르빌,2025,4,159500.0,2025-10-14,15억~20억
동작구,신대방동,보라매아카데미타워,2023,4,100625.0,2023-07-22,10억~15억
강남구,논현동,마일스디오빌,2023,4,36750.0,2023-12-28,10억 미만
강남구,논현동,펜트힐캐스케이드,2025,4,89250.0,2025-12-19,10억 미만
중랑구,신내동,대성유니트,2024,4,57875.0,2024-11-21,10억 미만
서초구,서초동,동원베네스트아파트,2024,4,156750.0,2024-11-23,15억~20억
서초구,서초동,동일하이빌,2025,4,158750.0,2025-11-04,15억~20억
서초구,서초동,두산위브(1362),2025,4,115250.0,2025-10-13,10억~15억
서초구,서초동,두진한아름,2025,4,144750.0,2025-08-09,10억~15억
노원구,공릉동,신도1차아파트,2023,4,73550.0,2023-10-10,10억 미만
영등포구,신길동,여의도리버뷰,2024,4,10800.0,2024-11-14,10억 미만
강북구,수유동,영남,2025,4,44375.0,2025-02-22,10억 미만
강북구,수유동,예도팔라티움,2025,4,14775.0,2025-11-26,10억 미만
영등포구,양평동1가,어반힐,2024,4,31562.5,2024-10-26,10억 미만
영등포구,양평동1가,이너스삼성,2025,4,70500.0,2025-09-22,10억 미만
강북구,수유동,포엠빌,2025,4,53700.0,2025-05-09,10억 미만
동대문구,이문동,이문2차푸르지오,2024,4,71875.0,2024-10-17,10억 미만
동대문구,이문동,래미안이문2차,2023,4,96000.0,2023-10-15,10억 미만
영등포구,양평동3가,현대3차,2025,4,89625.0,2025-08-11,10억 미만
영등포구,양평동3가,삼익플라주201동,2025,4,83000.0,2025-12-19,10억 미만
영등포구,양평동3가,삼천리,2024,4,83375.0,2024-10-09,10억 미만
강남구,개포동,경남2차,2023,4,271750.0,2023-07-26,20억 이상
강남구,개포동,현대아파트3,2024,4,236625.0,2024-09-28,20억 이상
중랑구,신내동,신내6대주,2026,4,59325.0,2026-01-12,10억 미만
강남구,논현동,동양파라곤,2024,4,360000.0,2024-12-23,20억 이상
강남구,논현동,거평프리젠,2024,4,48050.0,2024-10-16,10억 미만
강남구,개포동,개포6차우성아파트1동~8동,2024,3,201500.0,2024-12-20,20억 이상
동작구,신대방동,롯데관악타워,2023,3,131333.33333333334,2023-08-05,10억~15억
관악구,신림동,코스모그린,2025,3,9766.666666666666,2025-07-16,10억 미만
관악구,신림동,우정하이비전2,2025,3,63000.0,2025-07-24,10억 미만
광진구,광장동,광장르엣지29,2025,3,118784.0,2025-12-03,10억~15억
송파구,가락동,풍림1,2025,3,94933.33333333333,2025-10-28,10억 미만
관악구,신림동,프라비다트라움,2025,3,11966.666666666666,2025-10-15,10억 미만
관악구,신림동,청광,2025,3,57000.0,2025-05-28,10억 미만
강남구,논현동,경남논현,2025,3,113666.66666666667,2025-11-26,10억~15억
강남구,논현동,논현동월드메르디앙,2025,3,163333.33333333334,2025-11-13,15억~20억
강남구,개포동,아람손프라자/비바빌,2025,3,73933.33333333333,2025-10-23,10억 미만
강남구,개포동,우성8,2023,3,191166.66666666666,2023-08-14,15억~20억
강남구,개포동,현대1차101동~106동,2023,3,217166.66666666666,2023-09-17,20억 이상
강남구,개포동,현대1차101동~106동,2024,3,316000.0,2024-12-20,20억 이상
중랑구,신내동,우남푸르미아,2025,3,62500.0,2025-10-13,10억 미만
동작구,신대방동,보라매현대,2023,3,132333.33333333334,2023-10-30,10억~15억
동작구,상도동,청운아파트,2024,3,32066.666666666668,2024-09-03,10억 미만
광진구,광장동,삼성광장1,2023,3,144333.33333333334,2023-10-11,10억~15억
송파구,가락동,진넥스베르디엠,2023,3,78666.66666666667,2023-11-16,10억 미만
송파구,가락동,진넥스베르디엠,2024,3,77100.0,2024-07-31,10억 미만
관악구,신림동,아데나,2024,3,12400.0,2024-06-12,10억 미만
송파구,거여동,쌍용스윗닷홈2차,2024,3,102000.0,2024-08-20,10억~15억
중랑구,신내동,망우역신원아침도시,2024,3,51982.333333333336,2024-12-20,10억 미만
강남구,논현동,논현한가람빌라트,2025,3,160000.0,2025-07-14,15억~20억
동작구,상도동,상도팰리스,2023,3,80166.66666666667,2023-11-04,10억 미만
동작구,상도동,상도타워A동,2025,3,39933.333333333336,2025-05-27,10억 미만
동작구,신대방동,신대방,2024,3,56333.333333333336,2024-12-07,10억 미만
동작구,신대방동,신동아파밀리에,2024,3,88933.33333333333,2024-11-23,10억 미만
강남구,논현동,더원센트럴,2024,3,46333.333333333336,2024-11-05,10억 미만
강남구,논현동,동양파라곤,2023,3,406666.6666666667,2023-09-04,20억 이상
강남구,논현동,동양파라곤,2025,3,398333.3333333333,2025-08-20,20억 이상
강남구,논현동,e-편한세상,2024,3,154666.66666666666,2024-06-17,15억~20억
광진구,광장동,삼성광장2,2023,3,97666.66666666667,2023-12-29,10억 미만
송파구,가락동,쌍용노블래스,2025,3,63000.0,2025-12-27,10억 미만
송파구,가락동,쌍용스윗닷홈(105동),2025,3,159000.0,2025-11-20,15억~20억
관악구,신림동,신림큐브,2023,3,13883.333333333334,2023-06-26,10억 미만
송파구,거여동,현대3차,2024,3,92500.0,2024-08-14,10억 미만
송파구,마천동,금호어울림,2024,3,89933.33333333333,2024-11-25,10억 미만
중랑구,신내동,광남,2025,3,35366.666666666664,2025-11-21,10억 미만
중랑구,신내동,대성유니트,2023,3,58800.0,2023-10-05,10억 미만
강남구,논현동,쌍용,2024,3,108000.0,2024-07-10,10억~15억
강남구,논현동,아크로힐스논현,2023,3,270333.3333333333,2023-09-27,20억 이상
중랑구,신내동,동성5,2023,3,45133.333333333336,2023-12-13,10억 미만
중랑구,신내동,동성5,2025,3,46766.666666666664,2025-12-17,10억 미만
동작구,신대방동,우성2차,2024,3,70500.0,2024-07-06,10억 미만
동작구,신대방동,해태보라매타워,2023,3,64166.666666666664,2023-07-23,10억 미만
동작구,상도동,상도고구아파트,2023,3,38333.333333333336,2023-10-16,10억 미만
송파구,마천동,송파파크데일2단지,2023,3,98166.66666666667,2023-08-29,10억 미만
송파구,가락동,두산위브,2024,3,19600.0,2024-07-11,10억 미만
광진구,광장동,워커힐현대빌,2025,3,98833.33333333333,2025-11-29,10억 미만
관악구,신림동,신림동부센트레빌,2024,3,74433.33333333333,2024-10-07,10억 미만
관악구,신림동,신림동신도브래뉴,2023,3,81333.33333333333,2023-08-04,10억 미만
송파구,마천동,우방아파트,2023,3,76666.66666666667,2023-09-21,10억 미만
동작구,상도동,상도더샵2차,2023,3,120333.33333333333,2023-08-10,10억~15억
동작구,상도동,상도동래미안1차,2023,3,110000.0,2023-12-13,10억~15억
동작구,신대방동,현진에버빌,2024,3,70900.0,2024-08-02,10억 미만
동작구,신대방동,현진에버빌,2025,3,72400.0,2025-11-28,10억 미만
중랑구,신내동,경남아너스빌,2024,3,64200.0,2024-08-06,10억 미만
송파구,문정동,동부화이트빌(2동),2024,3,52000.0,2024-04-03,10억 미만
광진구,구의동,강변현대하이엘,2024,3,123000.0,2024-03-29,10억~15억
광진구,구의동,광진파크하우스,2024,3,57166.666666666664,2024-09-25,10억 미만
광진구,구의동,삼성쉐르빌,2023,3,131166.66666666666,2023-09-16,10억~15억
광진구,구의동,새한,2024,3,103500.0,2024-11-25,10억~15억
관악구,신림동,성우,2023,3,59666.666666666664,2023-07-28,10억 미만
관악구,신림동,성우,2024,3,55800.0,2024-07-06,10억 미만
관악구,신림동,성우,2025,3,74000.0,2025-11-13,10억 미만
송파구,문정동,문정대우푸르지오3차,2024,3,103333.33333333333,2024-11-22,10억~15억
송파구,문정동,문정동아,2025,3,70166.66666666667,2025-11-27,10억 미만
강남구,대치동,대우아이빌멤버스(891-26),2024,3,30666.666666666668,2024-08-27,10억 미만
강남구,대치동,대우아이빌명문가(891-23),2023,3,32000.0,2023-11-05,10억 미만
중랑구,상봉동,태영데시앙2(1411동),2024,3,69566.66666666667,2024-12-02,10억 미만
강남구,논현동,은탑리더스카운티,2025,3,143333.33333333334,2025-12-05,10억~15억
광진구,구의동,스타파크,2025,3,77800.0,2025-11-10,10억 미만
송파구,가락동,가락스타클래스,2023,3,107333.33333333333,2023-04-09,10억~15억
송파구,가락동,가락쌍용(2차),2023,3,107333.33333333333,2023-07-04,10억~15억
관악구,신림동,라이프,2024,3,52000.0,2024-11-04,10억 미만
관악구,신림동,라이프,2025,3,60666.666666666664,2025-08-09,10억 미만
관악구,신림동,라이프미성,2024,3,61933.333333333336,2024-11-20,10억 미만
관악구,신림동,금호(1차),2023,3,44666.666666666664,2023-09-18,10억 미만
광진구,구의동,세양,2023,3,119000.0,2023-08-25,10억~15억
광진구,구의동,솔렌시아,2024,3,29366.666666666668,2024-09-30,10억 미만
송파구,방이동,더원센트럴,2023,3,29033.333333333332,2023-08-26,10억 미만
광진구,구의동,아차산포레안,2025,3,94000.0,2025-06-24,10억 미만
광진구,구의동,아차산한라아파트,2025,3,73400.0,2025-08-26,10억 미만
광진구,구의동,아크로리버,2025,3,208000.0,2025-08-28,20억 이상
성북구,하월곡동,수산동양빌,2024,3,56500.0,2024-07-15,10억 미만
성북구,하월곡동,월곡갑을명가,2023,3,73000.0,2023-09-11,10억 미만
관악구,신림동,건영2,2023,3,41666.666666666664,2023-11-04,10억 미만
송파구,방이동,세원아파트,2025,3,51333.333333333336,2025-08-12,10억 미만
송파구,방이동,신구블레스밸리,2023,3,138666.66666666666,2023-09-22,10억~15억
송파구,방이동,신동아타워,2023,3,58333.333333333336,2023-09-02,10억 미만
중랑구,상봉동,상봉어반뷰,2023,3,11666.666666666666,2023-12-02,10억 미만
동작구,사당동,진흥아리엘,2024,3,75166.66666666667,2024-10-26,10억 미만
동작구,사당동,진흥아리엘,2025,3,84333.33333333333,2025-09-13,10억 미만
동작구,사당동,이너스내안애,2024,3,88666.66666666667,2024-05-25,10억 미만
강남구,대치동,래미안대치하이스턴,2023,3,273333.3333333333,2023-08-18,20억 이상
관악구,신림동,LIG5차,2024,3,49600.0,2024-09-10,10억 미만
송파구,방이동,올림픽파크리움,2025,3,17250.0,2025-06-03,10억 미만
광진구,구의동,현대13차폴라트리움,2025,3,149666.66666666666,2025-07-28,10억~15억
성북구,하월곡동,베로니스,2023,3,58333.333333333336,2023-04-09,10억 미만
성북구,하월곡동,성북힐스테이트(102동),2024,3,84433.33333333333,2024-11-02,10억 미만
성북구,하월곡동,성북힐스테이트(102동),2025,3,85000.0,2025-05-24,10억 미만
광진구,구의동,스타파크아파트,2025,3,66666.66666666667,2025-11-29,10억 미만
송파구,방이동,윈저하우스,2025,3,66166.66666666667,2025-11-12,10억 미만
송파구,방이동,인택스빌,2025,3,80633.33333333333,2025-12-04,10억 미만
중랑구,상봉동,레그노시티,2025,3,35766.666666666664,2025-10-17,10억 미만
동작구,사당동,인정,2023,3,56333.333333333336,2023-08-01,10억 미만
동작구,사당동,사당휴브리지(206-127),2025,3,14100.0,2025-07-12,10억 미만
동작구,사당동,삼성,2024,3,86000.0,2024-11-19,10억 미만
동작구,사당동,반석블레스,2024,3,69000.0,2024-10-22,10억 미만
중랑구,상봉동,리더스,2025,3,29933.333333333332,2025-07-19,10억 미만
관악구,봉천동,프라비다M,2024,3,25433.333333333332,2024-04-30,10억 미만
송파구,방이동,주함위너스Ⅰ,2024,3,80533.33333333333,2024-05-29,10억 미만
광진구,군자동,광진동양파라곤1단지,2023,3,102333.33333333333,2023-12-19,10억~15억
광진구,군자동,서원힐탑,2025,3,67666.66666666667,2025-04-17,10억 미만
광진구,구의동,퓨전빌,2025,3,71333.33333333333,2025-11-28,10억 미만
송파구,방이동,현대주상복합,2023,3,32833.333333333336,2023-09-16,10억 미만
송파구,삼전동,하늘공원(69-5),2025,3,65833.33333333333,2025-06-15,10억 미만
동작구,사당동,대창센시티,2025,3,90333.33333333333,2025-11-20,10억 미만
동작구,사당동,두산위브트레지움,2023,3,138666.66666666666,2023-12-22,10억~15억
동작구,사당동,레디앙스,2025,3,62333.333333333336,2025-07-16,10억 미만
마포구,공덕동,두영이지안,2025,3,122333.33333333333,2025-11-29,10억~15억
중랑구,상봉동,더클래스,2023,3,27166.666666666668,2023-12-21,10억 미만
중랑구,상봉동,동일스카이시티101동,2024,3,43500.0,2024-10-14,10억 미만
송파구,삼전동,하이파크아파트,2024,3,72333.33333333333,2024-08-03,10억 미만
광진구,자양동,경남아너스빌,2024,3,90933.33333333333,2024-09-10,10억 미만
성북구,종암동,종암선경,2023,3,58333.333333333336,2023-09-27,10억 미만
관악구,봉천동,제창그로힐,2025,3,64666.666666666664,2025-11-19,10억 미만
관악구,봉천동,아이펠리스,2024,3,69833.33333333333,2024-06-01,10억 미만
광진구,자양동,구의현대홈시티,2023,3,95000.0,2023-09-15,10억 미만
광진구,자양동,그랜드아파트,2023,3,47766.666666666664,2023-12-17,10억 미만
강남구,대치동,풍림아이원4차(1007-2),2025,3,228166.66666666666,2025-03-21,20억 이상
마포구,노고산동,신촌포스빌,2023,3,27000.0,2023-07-26,10억 미만
동작구,사당동,경남아너스빌(대아3),2024,3,65666.66666666667,2024-12-28,10억 미만
성북구,정릉동,청구,2024,3,50000.0,2024-09-08,10억 미만
성북구,종암동,극동,2024,3,67833.33333333333,2024-11-09,10억 미만
송파구,송파동,미성맨션,2024,3,157000.0,2024-12-18,15억~20억
송파구,송파동,송파,2024,3,68000.0,2024-11-13,10억 미만
광진구,자양동,우성6,2025,3,129666.66666666667,2025-04-29,10억~15억
광진구,자양동,이튼타워리버1차,2024,3,142333.33333333334,2024-11-02,10억~15억
광진구,자양동,이튼타워리버2차,2024,3,142000.0,2024-08-13,10억~15억
성북구,정릉동,정릉한일유앤아이,2025,3,65666.66666666667,2025-10-18,10억 미만
